,year,subdist_no,sale_price_count,sale_price_mean,sale_price_median,sf_mean,price_sf_mean,min_income
542,2015,5m,3,3145833,3000000,2031,1537,406274
543,2015,6a,4,2608250,2562500,3781,774,347025
544,2015,6b,6,2354666,2405000,2274,1060,325696
545,2015,6c,13,2449615,2340000,2193,1167,316893
546,2015,6d,3,1153333,1200000,1618,730,162509
547,2015,6e,4,3173000,2196000,3539,994,297392
548,2015,6f,7,2750000,3100000,2373,1213,419816
549,2015,7a,23,4075726,3655314,2644,1627,495020
550,2015,7b,32,7632328,5638500,3924,2261,763592
551,2015,7c,16,6245375,5792500,3576,1911,784447
552,2015,7d,16,5315312,5050000,3007,1960,683895
553,2015,8c,2,1255000,1255000,1241,1028,169958
554,2015,8e,13,4009307,2925000,2328,1745,396117
555,2015,8g,7,4728571,2500000,3096,1523,338561
556,2015,9a,176,1380786,1300000,1445,991,176052
557,2015,9c,32,1828437,1677500,1870,998,227175
558,2015,9e,50,1755347,1650000,1618,1182,223450
559,2015,9f,4,1427500,1490000,2005,714,201782
560,2015,9j,1,2900000,2900000,2958,980,392731
561,2016,10a,63,743046,750000,1455,541,101568
562,2016,10b,42,878845,840000,1492,622,113756
563,2016,10c,81,935886,890000,1446,684,120528
564,2016,10d,38,815605,815500,1292,681,110438
565,2016,10e,48,748540,750000,1348,609,101568
566,2016,10f,65,937390,900000,1494,654,121882
567,2016,10g,30,786563,750800,1347,627,101676
568,2016,10h,35,1030231,1000000,1499,724,135424
569,2016,10k,9,740472,790000,1324,597,106985
570,2016,10m,1,500000,500000,1204,415,67712
571,2016,10n,4,784500,779000,1219,656,105495
572,2016,1a,54,1618229,1565000,2050,826,211939
573,2016,1b,30,2282633,2250000,2558,911,304705
574,2016,1c,8,2968125,2522500,2680,1160,341608
575,2016,1d,16,3032566,2787500,2797,1144,377496
576,2016,1e,52,1501288,1422500,1935,811,192641
577,2016,1f,15,4397573,3360000,3062,1411,455027
578,2016,1g,6,2006666,1975000,2326,940,267463
579,2016,2a,23,1700757,1550000,2151,881,209908
580,2016,2b,77,1068577,1050000,1369,813,142196
581,2016,2c,65,1109523,1100000,1426,810,148967
582,2016,2d,74,1258553,1250000,1688,776,169280
583,2016,2e,95,1288643,1268000,1677,793,171718
584,2016,2f,38,1763434,1705000,1955,918,230899
585,2016,2g,25,1288391,1302520,1608,818,176393
586,2016,3a,17,1435418,1450000,1959,763,196365
587,2016,3b,29,934844,890000,1364,712,120528
588,2016,3c,13,1297115,1200000,1770,780,162509
589,2016,3d,13,1605811,1590458,2061,780,215387
590,2016,3e,12,1432914,1395000,1849,786,188917
591,2016,3f,11,1695230,1656000,2251,774,224263
592,2016,3g,33,817094,810000,1226,683,109694
593,2016,3h,40,887635,823500,1365,684,111522
594,2016,3j,28,871525,806944,1487,632,109280
595,2016,4a,8,1818750,1812500,2524,752,245457
596,2016,4b,15,1920117,1840000,2471,789,249181
597,2016,4c,21,2205972,2100000,2850,807,284392
598,2016,4d,7,1298142,1330000,1727,795,180114
599,2016,4e,13,1503346,1380000,1840,857,186886
600,2016,4f,31,1201842,1180000,1421,867,159801
601,2016,4g,12,2844166,2715000,2881,1015,367678
602,2016,4h,51,1321732,1300000,1524,892,176052
603,2016,4j,19,1462697,1380000,1850,860,186886
604,2016,4k,11,1712800,1620000,2618,700,219388
605,2016,4m,9,2307222,2425000,3036,790,328405
606,2016,4n,15,1659823,1625000,2108,829,220065
607,2016,4p,10,1421050,1420250,1737,867,192337
608,2016,4r,23,1322513,1300000,1888,733,176052
609,2016,4s,49,1163887,1130000,1355,886,153029
610,2016,4t,22,1833339,1801615,1973,947,243983
611,2016,5a,67,1800152,1510000,1766,1062,204491
612,2016,5b,8,2875659,2850000,2701,1161,385960
613,2016,5c,114,2484403,2200000,2072,1253,297934
614,2016,5d,4,1876250,1815000,2655,728,245795
615,2016,5e,13,2505800,2570400,2215,1282,348095
616,2016,5f,18,2799872,2650000,2587,1156,358875
617,2016,5g,19,1900457,1627000,1771,1093,220336
618,2016,5h,6,2400666,2275000,2329,1078,308091
619,2016,5j,6,2659166,2427500,2468,1075,328743
620,2016,5k,56,2314977,2155000,1837,1325,291840
621,2016,5m,5,3150000,2200000,2281,1374,297934
622,2016,6a,1,1800000,1800000,2600,692,243764
623,2016,6b,9,2427555,2450000,2757,1037,331790
624,2016,6c,14,3158500,3175000,2556,1257,429973
625,2016,6d,5,1210000,1200000,1462,829,162509
626,2016,6e,1,1400000,1400000,1311,1067,189594
627,2016,6f,6,2046666,1950000,1965,1107,264078
628,2016,7a,24,3532718,3083000,2632,1411,417514
629,2016,7b,42,6922535,6000000,3922,1870,812548
630,2016,7c,16,7120968,6625000,5247,1557,897189
631,2016,7d,20,4625622,3342500,3078,1565,452657
632,2016,8a,1,7200000,7200000,4610,1561,975058
633,2016,8c,3,5548333,3695000,3283,1584,500394
634,2016,8d,1,4000000,4000000,3550,1126,541699
635,2016,8e,8,4263111,3041500,2625,1671,411894
636,2016,8g,1,3170000,3170000,2490,1273,429296
637,2016,9a,171,1378489,1350000,1446,995,182823
638,2016,9c,31,1715325,1450000,1688,1044,196365
639,2016,9e,39,1833861,1550000,1591,1210,209908
640,2016,9f,3,1753333,1825000,1960,942,247150
641,2016,9j,3,1345000,1475000,1133,1189,199751
642,2017,10a,88,845963,817500,1455,608,110709
643,2017,10b,64,961202,952500,1438,694,128992
644,2017,10c,95,982466,955000,1341,765,129330
645,2017,10d,26,985029,970500,1493,675,131429
646,2017,10e,53,872641,825000,1508,641,111725
647,2017,10f,65,1051341,1020000,1436,777,138133
648,2017,10g,51,908899,835000,1533,655,113079
649,2017,10h,39,1109799,1055000,1410,817,142873
650,2017,10k,10,830679,845000,1412,606,114433
651,2017,10n,5,811280,828400,1060,768,112185
652,2017,1a,43,1709134,1650000,1934,900,223450
653,2017,1b,27,2128866,2035000,2188,1012,275589
654,2017,1c,10,2783500,2747500,2205,1273,372079
655,2017,1d,26,3006769,2725000,2817,1096,369032
656,2017,1e,45,1538959,1440000,1942,852,195011
657,2017,1f,9,3637222,3100000,3212,1153,419816
658,2017,1g,4,2043750,2000000,1854,1119,270849
659,2017,2a,17,1514447,1400000,1543,1016,189594
660,2017,2b,88,1196261,1188000,1413,881,160884
661,2017,2c,70,1258179,1200000,1436,911,162509
662,2017,2d,80,1348517,1332500,1585,887,180453
663,2017,2e,68,1404202,1400000,1653,864,189594
664,2017,2f,41,1908105,1750000,2009,1009,236993
665,2017,2g,38,1680131,1665000,1932,911,225482
666,2017,3a,27,1495037,1500000,1815,838,203137
667,2017,3b,22,1139064,1104000,1418,843,149508
668,2017,3c,9,1678333,1630000,2307,771,220742
669,2017,3d,8,1529035,1540049,2031,752,208560
670,2017,3e,4,1472500,1340000,1969,755,181469
671,2017,3f,4,1712500,1730000,2223,805,234284
672,2017,3g,24,1028916,987500,1395,769,133731
673,2017,3h,41,983641,950000,1401,747,128653
674,2017,3j,25,902720,895000,1469,658,121205
675,2017,4a,6,2020833,1895000,2142,937,256629
676,2017,4b,14,1938571,1912500,2114,928,258999
677,2017,4c,13,2324846,2370000,2313,1030,320956
678,2017,4d,10,1477100,1432500,1957,822,193995
679,2017,4e,19,1980105,1825000,2292,916,247150
680,2017,4f,23,1326129,1300000,1358,998,176052
681,2017,4g,17,2908294,3000000,2948,1012,406274
682,2017,4h,55,1409032,1375000,1504,967,186209
683,2017,4j,12,1683583,1669000,2039,848,226023
684,2017,4k,6,1566140,1605922,1672,984,217481
685,2017,4m,9,2405000,2400000,2911,944,325019
686,2017,4n,11,1659240,1575000,2041,860,213294
687,2017,4p,12,1831833,1815000,2020,959,245795
688,2017,4r,14,1575216,1617500,1719,947,219049
689,2017,4s,61,1281275,1270000,1364,984,171989
690,2017,4t,20,1956256,1927500,2044,989,261031
691,2017,5a,59,1830644,1700000,1709,1123,230222
692,2017,5b,3,2373333,2250000,2620,931,304705
693,2017,5c,130,2609918,2300000,2102,1326,311476
694,2017,5d,4,2018750,2130000,2227,965,288454
695,2017,5e,21,3213268,2950000,2272,1480,399503
696,2017,5f,21,2925095,2650000,2696,1113,358875
697,2017,5g,14,2244571,1837500,1908,1271,248843
698,2017,5h,11,2759909,2900000,2875,1103,392731
699,2017,5j,3,2060000,1980000,1889,1119,268141
700,2017,5k,46,2927378,2705000,2141,1469,366324
701,2017,5m,2,2037500,2037500,1487,1406,275927
702,2017,6a,2,2135000,2135000,2260,937,289131
703,2017,6b,10,2657000,2462500,2092,1292,333483
704,2017,6c,15,2910400,3000000,2564,1258,406274
705,2017,6d,3,1236666,1250000,1584,793,169280
706,2017,6e,2,5475000,5475000,3146,2242,741450
707,2017,6f,3,2750000,2800000,1926,1540,379189
708,2017,7a,22,3259409,2955000,2272,1492,400180
709,2017,7b,39,5869743,5518000,3428,1843,747273
710,2017,7c,18,7397916,7200000,4715,1697,975058
711,2017,7d,18,5076777,4842500,3235,1603,655794
712,2017,8c,8,2010625,1950000,1902,1135,264078
713,2017,8e,12,3389583,2967500,2501,1502,401873
714,2017,8g,4,5733125,3691250,2301,2721,499886
715,2017,9a,198,1563196,1478175,1541,1062,200181
716,2017,9c,29,1813939,1685000,1734,1099,228190
717,2017,9e,36,1907622,1725000,1687,1224,233607
718,2018,10a,69,952565,890000,1505,670,120528
719,2018,10b,42,1158361,1147500,1535,799,155399
720,2018,10c,95,1130401,1085000,1411,854,146935
721,2018,10d,32,1002236,981000,1413,736,132851
722,2018,10e,62,914672,900000,1304,758,121882
723,2018,10f,57,1234873,1275000,1628,794,172666
724,2018,10g,32,1004527,975000,1376,759,132039
725,2018,10h,38,1325895,1277500,1659,849,173005
726,2018,10k,12,945166,920000,1569,705,124590
727,2018,10n,8,1075437,1037500,1707,662,140503
728,2018,1a,54,1914246,1862500,1964,1000,252228
729,2018,1b,28,2317553,2300000,2451,960,311476
730,2018,1c,9,3586666,3150000,2994,1241,426588
731,2018,1d,27,2948448,2650000,2565,1177,358875
732,2018,1e,52,1800248,1680700,2040,917,227608
733,2018,1f,8,4109375,3812500,3248,1288,516306
734,2018,1g,12,2366415,2387500,2206,1083,323326
735,2018,2a,25,1813800,1740000,2018,979,235639
736,2018,2b,59,1334591,1350000,1401,986,182823
737,2018,2c,67,1416091,1350000,1443,1021,182823
738,2018,2d,83,1437283,1361000,1622,918,184313
739,2018,2e,82,1541035,1450000,1691,947,196365
740,2018,2f,43,1854867,1680000,1876,1025,227513
741,2018,2g,26,1636961,1622500,1749,964,219726
742,2018,3a,17,1548352,1550000,1647,960,209908
743,2018,3b,22,1219813,1237500,1355,951,167588
744,2018,3c,6,1654166,1482500,1778,983,200767
745,2018,3d,1,1600000,1600000,2001,799,216679
746,2018,3e,11,1887773,1918000,2433,787,259744
747,2018,3f,9,1824876,1670000,2176,876,226159
748,2018,3g,22,1042640,992500,1277,864,134409
749,2018,3h,41,1148462,1100000,1410,863,148967
750,2018,3j,24,1061000,1004000,1478,766,135966
751,2018,4a,7,2132000,2280000,2570,856,308768
752,2018,4b,11,2079818,2100000,2093,1007,284392
753,2018,4c,25,2524605,2650000,2913,913,358875
754,2018,4d,14,1800077,1612500,1819,1001,218372
755,2018,4e,17,2220758,2200000,2730,846,297934
756,2018,4f,26,1515423,1451500,1388,1114,196569
757,2018,4g,18,2817611,2693500,2866,1042,364766
758,2018,4h,59,1554098,1525000,1585,1027,206522
759,2018,4j,8,1762687,1755000,1924,930,237670
760,2018,4k,7,2068571,1910000,2845,801,258661
761,2018,4m,14,2389643,2052500,3040,853,277959
762,2018,4n,13,1832376,1828888,2246,848,247676
763,2018,4p,19,1824842,1698000,1889,977,229951
764,2018,4r,16,1762112,1735000,1644,1098,234961
765,2018,4s,51,1505432,1425000,1554,998,192980
766,2018,4t,21,2168953,2220000,2158,1048,300642
767,2018,5a,63,2299735,1865000,1798,1332,252567
768,2018,5b,7,2627142,2600000,2379,1181,352104
769,2018,5c,128,2548965,2310000,1976,1368,312831
770,2018,5d,4,1653000,1581000,1708,1002,214106
771,2018,5e,21,2678042,2600000,2262,1254,352104
772,2018,5f,15,3064066,2750000,2399,1317,372418
773,2018,5g,11,2291363,2200000,1808,1354,297934
774,2018,5h,11,2545181,2600000,2356,1130,352104
775,2018,5j,3,2577333,2617000,1493,1739,354406
776,2018,5k,57,2740037,2505000,2019,1472,339239
777,2018,5m,2,2150025,2150025,2326,918,291166
778,2018,6a,4,2933750,3005000,3990,871,406951
779,2018,6b,9,2490000,2575000,2373,1102,348718
780,2018,6c,16,3029625,2645500,2307,1365,358266
781,2018,6d,1,1240000,1240000,1427,868,167926
782,2018,6e,2,3700000,3700000,3960,931,501071
783,2018,6f,7,2310428,2600000,2019,1315,352104
784,2018,7a,28,4215533,4000000,2928,1521,541699
785,2018,7b,35,6784325,4505000,3881,1760,610088
786,2018,7c,17,7732529,7350000,4661,1718,995372
787,2018,7d,18,5083055,4900000,2839,1889,663581
788,2018,8a,1,3280000,3280000,2805,1169,444193
789,2018,8c,4,5283752,1900000,1942,2269,257307
790,2018,8d,1,2450000,2450000,1625,1507,331790
791,2018,8e,13,5225144,4147000,3545,1622,561606
792,2018,8g,4,3315000,3105000,2485,1282,420493
793,2018,9a,175,1660698,1550000,1535,1117,209908
794,2018,9c,29,2004827,1740000,1794,1173,235639
795,2018,9e,36,2135207,1925000,1964,1164,260692
796,2018,9g,1,3400000,3400000,3789,897,460444
